day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;28500;DIVING_GEAR;99116;9;99115;17;99114;21;99118;0;99119;58;99120;40;99117.0;0.0
2;28500;PEARLS;9998;190;9996;300;9995;7203;10002;163;10004;300;10005;7203;10000.0;0.0
2;28500;COCONUTS;7933;1100;7932;938;7931;799;7934;2987;7935;3923;7936;3930;7933.5;0.0
2;28500;BERRIES;3847;217;3846;2326;3845;2463;3848;552;3849;2139;3850;3519;3847.5;0.0
2;28500;PINA_COLADAS;14869;442;14868;470;14867;151;14871;637;14872;1107;14873;1073;14870.0;0.0
2;28500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;28600;DIVING_GEAR;99116;9;99115;17;99114;21;99119;38;99120;40;99122;26;99117.5;0.0
2;28600;PEARLS;9998;190;9996;300;9995;7227;10002;161;10004;300;10005;7227;10000.0;0.0
2;28600;COCONUTS;7933;878;7932;938;7931;799;7934;2987;7935;3923;7936;3930;7933.5;0.0
2;28600;BERRIES;3847;217;3846;2326;3845;2463;3848;552;3849;2149;3850;3567;3847.5;0.0
2;28600;BANANAS;4816;314;4815;1057;4814;727;4817;475;4818;767;4819;562;4816.5;0.0
2;28600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;28600;PINA_COLADAS;14869;331;14868;470;14867;151;14871;637;14872;1107;14873;1073;14870.0;0.0
2;28700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;28700;BANANAS;4816;314;4815;1057;4814;727;4817;475;4818;793;4819;562;4816.5;0.0
2;28700;DIVING_GEAR;99116;9;99115;17;99114;21;99119;17;99120;40;99122;26;99117.5;0.0
2;28700;PEARLS;9998;190;9996;301;9995;7252;10002;161;10004;301;10005;7252;10000.0;0.0
2;28700;COCONUTS;7933;878;7932;938;7931;990;7934;3178;7935;3923;7936;3930;7933.5;0.0
2;28700;BERRIES;3847;217;3846;2326;3845;2465;3848;565;3849;2189;3850;3567;3847.5;0.0
2;28700;PINA_COLADAS;14869;242;14868;470;14867;151;14871;637;14872;1107;14873;1073;14870.0;0.0
2;28800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;28800;PINA_COLADAS;14869;239;14868;543;14867;151;14871;672;14872;1180;14873;1073;14870.0;0.0
2;28800;DIVING_GEAR;99116;9;99115;17;99114;21;99120;30;99122;26;99126;24;99118.0;0.0
2;28800;PEARLS;9998;190;9996;302;9995;7272;10002;161;10004;302;10005;7272;10000.0;0.0
2;28800;COCONUTS;7933;1061;7932;938;7931;990;7934;3118;7935;3923;7936;4113;7933.5;0.0
2;28800;BERRIES;3847;217;3846;2326;3845;2465;3848;584;3849;2246;3850;3567;3847.5;0.0
2;28800;BANANAS;4816;314;4815;1057;4814;727;4817;496;4818;793;4819;562;4816.5;0.0
2;28900;PEARLS;9998;190;9996;303;9995;7293;10002;161;10004;303;10005;7293;10000.0;0.0
2;28900;BANANAS;4816;314;4815;1057;4814;727;4817;518;4818;793;4819;562;4816.5;0.0
2;28900;DIVING_GEAR;99116;9;99115;17;99114;21;99120;9;99122;26;99126;24;99118.0;0.0
2;28900;COCONUTS;7933;1061;7932;938;7931;990;7934;2945;7935;3923;7936;4113;7933.5;0.0
2;28900;BERRIES;3847;217;3846;2326;3845;2465;3848;597;3849;2290;3850;3567;3847.5;0.0
2;28900;PINA_COLADAS;14869;239;14868;543;14867;151;14871;576;14872;1180;14873;1073;14870.0;0.0
2;28900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;29000;COCONUTS;7933;1061;7932;938;7931;990;7934;2768;7935;3923;7936;4113;7933.5;0.0
2;29000;DIVING_GEAR;99116;9;99115;17;99114;21;99122;11;99126;24;99127;16;99119.0;0.0
2;29000;BERRIES;3847;217;3846;2326;3845;2465;3848;612;3849;2340;3850;3567;3847.5;0.0
2;29000;PEARLS;9998;190;9996;305;9995;7317;10002;161;10004;305;10005;7317;10000.0;0.0
2;29000;BANANAS;4816;314;4815;1057;4814;727;4817;544;4818;793;4819;562;4816.5;0.0
2;29000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;29000;PINA_COLADAS;14869;239;14868;543;14867;151;14871;491;14872;1180;14873;1073;14870.0;0.0
2;29100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;29100;PEARLS;9998;190;9996;306;9995;7341;10002;161;10004;306;10005;7341;10000.0;0.0
2;29100;BANANAS;4816;314;4815;1057;4814;727;4817;569;4818;793;4819;562;4816.5;0.0
2;29100;COCONUTS;7933;1061;7932;938;7931;990;7934;2588;7935;3923;7936;4113;7933.5;0.0
2;29100;BERRIES;3847;217;3846;2326;3845;2465;3848;628;3849;2394;3850;3567;3847.5;0.0
2;29100;DIVING_GEAR;99116;9;99115;17;99114;21;99126;10;99127;16;99130;37;99121.0;0.0
2;29100;PINA_COLADAS;14869;239;14868;543;14867;151;14871;415;14872;1180;14873;1073;14870.0;0.0
2;29200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;29200;PINA_COLADAS;14869;239;14868;543;14867;151;14871;331;14872;1180;14873;1073;14870.0;0.0
2;29200;COCONUTS;7933;1061;7932;938;7931;990;7934;2403;7935;3923;7936;4113;7933.5;0.0
2;29200;BERRIES;3847;217;3846;2326;3845;2465;3848;628;3849;2412;3850;3619;3847.5;0.0
2;29200;DIVING_GEAR;99116;9;99115;17;99114;21;99127;2;99130;37;99131;11;99121.5;0.0
2;29200;PEARLS;9998;190;9996;308;9995;7361;10002;161;10004;308;10005;7361;10000.0;0.0
2;29200;BANANAS;4816;314;4815;1062;4814;727;4817;591;4818;793;4819;562;4816.5;0.0
2;29300;PEARLS;9998;190;9996;309;9995;7389;10002;164;10004;309;10005;7389;10000.0;0.0
2;29300;BANANAS;4816;311;4815;1062;4814;727;4817;620;4818;793;4819;562;4816.5;0.0
2;29300;COCONUTS;7933;1061;7932;938;7931;990;7934;2233;7935;3923;7936;4113;7933.5;0.0
2;29300;BERRIES;3847;217;3846;2326;3845;2465;3848;628;3849;2423;3850;3669;3847.5;0.0
2;29300;DIVING_GEAR;99116;9;99115;17;99114;21;99130;19;99131;11;99132;22;99123.0;0.0
2;29300;PINA_COLADAS;14869;239;14868;543;14867;151;14871;219;14872;1180;14873;1073;14870.0;0.0
2;29300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;29400;COCONUTS;7933;1061;7932;938;7931;990;7934;2058;7935;3923;7936;4113;7933.5;0.0
2;29400;BERRIES;3847;217;3846;2326;3845;2465;3848;628;3849;2434;3850;3720;3847.5;0.0
2;29400;DIVING_GEAR;99116;9;99115;17;99114;21;99131;9;99132;22;99135;5;99123.5;0.0
2;29400;PEARLS;9998;190;9996;311;9995;7413;10002;164;10004;311;10005;7413;10000.0;0.0
2;29400;BANANAS;4816;311;4815;1062;4814;727;4817;646;4818;793;4819;562;4816.5;0.0
2;29400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;29400;PINA_COLADAS;14869;239;14868;543;14867;151;14871;121;14872;1180;14873;1073;14870.0;0.0
2;29500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;29500;PEARLS;9998;190;9996;312;9995;7436;10002;164;10004;312;10005;7436;10000.0;0.0
2;29500;BANANAS;4816;310;4815;1062;4814;727;4817;669;4818;793;4819;562;4816.5;0.0
2;29500;COCONUTS;7933;1061;7932;938;7931;990;7934;1881;7935;3923;7936;4113;7933.5;0.0
2;29500;BERRIES;3847;217;3846;2326;3845;2465;3848;628;3849;2434;3850;3731;3847.5;0.0
2;29500;DIVING_GEAR;99116;9;99115;17;99114;21;99132;13;99135;5;99136;10;99124.0;0.0
2;29500;PINA_COLADAS;14869;239;14868;543;14867;151;14871;23;14872;1180;14873;1073;14870.0;0.0
2;29600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;29600;PINA_COLADAS;14869;239;14868;543;14867;151;14872;1116;14873;1073;14874;938;14870.5;0.0
2;29600;COCONUTS;7933;1061;7932;938;7931;990;7934;1692;7935;3923;7936;4113;7933.5;0.0
2;29600;BERRIES;3847;217;3846;2326;3845;2465;3848;628;3849;2434;3850;3742;3847.5;0.0
2;29600;DIVING_GEAR;99116;9;99115;17;99114;21;99136;7;99141;10;99142;10;99126.0;0.0
2;29600;BANANAS;4816;310;4815;1062;4814;727;4817;693;4818;793;4819;562;4816.5;0.0
2;29600;PEARLS;9998;200;9996;313;9995;7459;10002;164;10004;313;10005;7459;10000.0;0.0
2;29700;BANANAS;4816;310;4815;1062;4814;727;4817;720;4818;793;4819;562;4816.5;0.0
2;29700;PEARLS;9998;200;9996;313;9995;7486;10000;3;10002;164;10004;313;9999.0;0.0
2;29700;COCONUTS;7933;1061;7932;938;7931;990;7934;1514;7935;3923;7936;4113;7933.5;0.0
2;29700;BERRIES;3847;217;3846;2326;3845;2465;3848;628;3849;2434;3850;3742;3847.5;0.0
2;29700;DIVING_GEAR;99135;20;99116;9;99115;17;99138;7;99139;20;99141;10;99136.5;0.0
2;29700;PINA_COLADAS;14869;239;14868;543;14867;151;14872;1010;14873;1073;14874;938;14870.5;0.0
2;29700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;29800;COCONUTS;7933;1061;7932;938;7931;990;7934;1347;7935;3923;7936;4113;7933.5;0.0
2;29800;BERRIES;3847;217;3846;2326;3845;2483;3848;628;3849;2434;3850;3742;3847.5;0.0
2;29800;BANANAS;4816;310;4815;1062;4814;727;4817;751;4818;793;4819;562;4816.5;0.0
2;29800;DIVING_GEAR;99135;20;99134;6;99133;18;99136;6;99137;18;99138;7;99135.5;0.0
2;29800;PEARLS;9998;200;9996;314;9995;7516;10000;3;10002;164;10004;314;9999.0;0.0
2;29800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;29800;PINA_COLADAS;14869;239;14868;543;14867;151;14872;937;14873;1073;14874;938;14870.5;0.0
2;29900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;29900;BANANAS;4816;310;4815;1062;4814;727;4817;783;4818;793;4819;562;4816.5;0.0
2;29900;DIVING_GEAR;99135;3;99134;6;99133;18;99136;6;99137;18;99138;7;99135.5;0.0
2;29900;PEARLS;9998;200;9996;316;9995;7546;10000;3;10002;164;10004;316;9999.0;0.0
2;29900;COCONUTS;7933;1061;7932;938;7931;990;7934;1163;7935;3923;7936;4113;7933.5;0.0
2;29900;BERRIES;3847;209;3846;2326;3845;2483;3848;628;3849;2434;3850;3742;3847.5;0.0
2;29900;PINA_COLADAS;14869;239;14868;543;14867;151;14872;851;14873;1073;14874;938;14870.5;0.0
2;30000;PINA_COLADAS;14869;239;14868;543;14867;151;14872;741;14873;1073;14874;938;14870.5;0.0
2;30000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;30000;COCONUTS;7933;1061;7932;938;7931;990;7934;997;7935;3923;7936;4113;7933.5;0.0
2;30000;BERRIES;3847;209;3846;2326;3845;2497;3848;628;3849;2434;3850;3742;3847.5;0.0
2;30000;BANANAS;4816;304;4815;1062;4814;727;4817;813;4818;793;4819;562;4816.5;0.0
2;30000;DIVING_GEAR;99135;10;99134;20;99133;18;99136;6;99137;25;99138;21;99135.5;0.0
2;30000;PEARLS;9998;200;9996;317;9995;7575;10000;3;10002;170;10004;317;9999.0;0.0
2;30100;BANANAS;4816;294;4815;1062;4814;727;4817;840;4818;793;4819;562;4816.5;0.0
2;30100;DIVING_GEAR;99134;12;99133;18;99132;8;99135;2;99136;6;99137;25;99134.5;0.0
2;30100;PEARLS;9998;200;9996;318;9995;7601;10000;3;10002;180;10004;318;9999.0;0.0
2;30100;COCONUTS;7933;1061;7932;938;7931;990;7934;778;7935;3923;7936;4113;7933.5;0.0
2;30100;BERRIES;3847;209;3846;2326;3845;2509;3848;609;3849;2434;3850;3742;3847.5;0.0
2;30100;PINA_COLADAS;14869;239;14868;543;14867;151;14872;655;14873;1073;14874;938;14870.5;0.0
2;30100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;30200;BERRIES;3847;209;3846;2326;3845;2519;3848;609;3849;2434;3850;3742;3847.5;0.0
2;30200;BANANAS;4816;294;4815;1062;4814;727;4817;870;4818;793;4819;562;4816.5;0.0
2;30200;DIVING_GEAR;99133;11;99132;8;99131;29;99135;2;99136;6;99137;25;99134.0;0.0
2;30200;PEARLS;9998;200;9996;319;9995;7630;10000;3;10002;180;10004;319;9999.0;0.0
2;30200;COCONUTS;7933;1061;7932;938;7931;990;7934;582;7935;3923;7936;4113;7933.5;0.0
2;30200;PINA_COLADAS;14869;239;14868;543;14867;151;14872;568;14873;1073;14874;938;14870.5;0.0
2;30200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;30300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;30300;BANANAS;4816;284;4815;1062;4814;727;4817;872;4818;817;4819;562;4816.5;0.0
2;30300;DIVING_GEAR;99133;11;99132;8;99131;29;99137;13;99138;21;99139;20;99135.0;0.0
2;30300;PEARLS;9998;200;9996;321;9995;7654;10000;3;10002;190;10004;321;9999.0;0.0
2;30300;COCONUTS;7933;1061;7932;938;7931;990;7934;394;7935;3923;7936;4113;7933.5;0.0
2;30300;PINA_COLADAS;14869;239;14868;543;14867;151;14872;469;14873;1073;14874;938;14870.5;0.0
2;30300;BERRIES;3847;209;3846;2326;3845;2530;3848;609;3849;2434;3850;3742;3847.5;0.0
2;30400;PINA_COLADAS;14869;239;14868;543;14867;151;14872;385;14873;1073;14874;938;14870.5;0.0
2;30400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;30400;BERRIES;3847;209;3846;2326;3845;2541;3848;609;3849;2434;3850;3742;3847.5;0.0
2;30400;BANANAS;4816;284;4815;1062;4814;727;4817;895;4818;817;4819;562;4816.5;0.0
2;30400;DIVING_GEAR;99133;11;99132;8;99131;29;99138;16;99139;20;99141;10;99135.5;0.0
2;30400;PEARLS;9998;200;9996;322;9995;7676;10000;3;10002;190;10004;322;9999.0;0.0
2;30400;COCONUTS;7933;1061;7932;938;7931;990;7934;201;7935;3923;7936;4113;7933.5;0.0
2;30500;BANANAS;4816;283;4815;1062;4814;727;4817;895;4818;847;4819;562;4816.5;0.0
2;30500;DIVING_GEAR;99137;17;99133;11;99132;8;99138;16;99139;20;99140;17;99137.5;0.0
2;30500;PEARLS;9998;200;9996;324;9995;7704;10000;3;10002;190;10004;324;9999.0;0.0
2;30500;COCONUTS;7933;1061;7932;938;7931;990;7935;3900;7936;4113;7937;2115;7934.0;0.0
2;30500;PINA_COLADAS;14869;239;14868;543;14867;151;14872;284;14873;1073;14874;938;14870.5;0.0
2;30500;BERRIES;3847;209;3846;2326;3845;2541;3848;609;3849;2434;3850;3742;3847.5;0.0
2;30500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;30600;BERRIES;3847;209;3846;2326;3845;2560;3848;609;3849;2434;3850;3742;3847.5;0.0
2;30600;BANANAS;4816;283;4815;1062;4814;727;4817;895;4818;847;4819;591;4816.5;0.0
2;30600;DIVING_GEAR;99137;17;99133;11;99132;8;99139;11;99140;17;99141;10;99138.0;0.0
2;30600;PEARLS;9998;200;9996;326;9995;7731;10000;3;10002;190;10004;326;9999.0;0.0
2;30600;COCONUTS;7933;1061;7932;938;7931;990;7935;3717;7936;4113;7937;2115;7934.0;0.0
2;30600;PINA_COLADAS;14869;239;14868;543;14867;151;14872;179;14873;1073;14874;938;14870.5;0.0
2;30600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;30700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;30700;BANANAS;4816;283;4815;1062;4814;727;4817;898;4818;847;4819;621;4816.5;0.0
2;30700;DIVING_GEAR;99137;17;99133;11;99132;8;99140;2;99141;10;99142;10;99138.5;0.0
2;30700;PEARLS;9998;200;9996;328;9995;7759;10000;3;10002;194;10004;328;9999.0;0.0
2;30700;COCONUTS;7933;1061;7932;938;7931;990;7935;3521;7936;4113;7937;2115;7934.0;0.0
2;30700;PINA_COLADAS;14869;239;14868;543;14867;151;14872;86;14873;1073;14874;938;14870.5;0.0
2;30700;BERRIES;3847;209;3846;2326;3845;2578;3848;609;3849;2434;3850;3742;3847.5;0.0
2;30800;PINA_COLADAS;14869;239;14868;543;14867;151;14873;1058;14874;938;14875;721;14871.0;0.0
2;30800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;30800;BERRIES;3847;209;3846;2326;3845;2594;3848;609;3849;2434;3850;3742;3847.5;0.0
2;30800;BANANAS;4816;283;4815;1062;4814;727;4817;899;4818;848;4819;649;4816.5;0.0
2;30800;DIVING_GEAR;99137;41;99133;11;99132;8;99140;26;99141;10;99142;10;99138.5;0.0
2;30800;PEARLS;9998;196;9996;329;9995;7787;10000;3;10002;196;10004;329;9999.0;0.0
2;30800;COCONUTS;7933;1061;7932;938;7931;990;7935;3341;7936;4113;7937;2115;7934.0;0.0
2;30900;BANANAS;4816;283;4815;1062;4814;727;4817;899;4818;848;4819;650;4816.5;0.0
2;30900;DIVING_GEAR;99137;41;99133;11;99132;8;99141;7;99142;10;99143;20;99139.0;0.0
2;30900;PEARLS;9998;196;9996;330;9995;7809;10000;3;10002;196;10004;330;9999.0;0.0
2;30900;COCONUTS;7933;1061;7932;938;7931;990;7935;3173;7936;4113;7937;2115;7934.0;0.0
2;30900;PINA_COLADAS;14869;239;14868;543;14867;151;14873;979;14874;938;14875;721;14871.0;0.0
2;30900;BERRIES;3847;209;3846;2326;3845;2614;3848;609;3849;2434;3850;3742;3847.5;0.0
2;30900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;31000;BERRIES;3847;209;3846;2326;3845;2630;3848;609;3849;2434;3850;3742;3847.5;0.0
2;31000;BANANAS;4816;283;4815;1062;4814;727;4817;899;4818;848;4819;674;4816.5;0.0
2;31000;DIVING_GEAR;99137;18;99133;18;99132;24;99141;7;99142;10;99143;20;99139.0;0.0
2;31000;PEARLS;9998;196;9996;330;9995;7833;10000;3;10002;196;10004;330;9999.0;0.0
2;31000;COCONUTS;7933;1061;7932;938;7931;990;7935;3016;7936;4113;7937;2115;7934.0;0.0
2;31000;PINA_COLADAS;14869;239;14868;543;14867;151;14873;879;14874;938;14875;721;14871.0;0.0
2;31000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;31100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;31100;PINA_COLADAS;14869;239;14868;543;14867;151;14873;804;14874;938;14875;721;14871.0;0.0
2;31100;PEARLS;9998;195;9996;331;9995;7861;10000;3;10002;196;10004;331;9999.0;0.0
2;31100;BANANAS;4816;282;4815;1062;4814;727;4817;899;4818;849;4819;702;4816.5;0.0
2;31100;DIVING_GEAR;99133;26;99132;44;99131;29;99135;8;99136;2;99141;7;99134.0;0.0
2;31100;COCONUTS;7933;1061;7932;938;7931;990;7935;2813;7936;4113;7937;2115;7934.0;0.0
2;31100;BERRIES;3847;209;3846;2346;3845;2690;3848;609;3849;2434;3850;3742;3847.5;0.0
2;31200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;31200;BERRIES;3847;209;3846;2346;3845;2707;3848;609;3849;2434;3850;3742;3847.5;0.0
2;31200;PEARLS;9998;195;9996;333;9995;7881;10000;3;10002;196;10004;333;9999.0;0.0
2;31200;BANANAS;4816;279;4815;1062;4814;727;4817;899;4818;871;4819;702;4816.5;0.0
2;31200;COCONUTS;7933;1061;7932;938;7931;990;7935;2603;7936;4113;7937;2115;7934.0;0.0
2;31200;DIVING_GEAR;99136;7;99135;9;99133;26;99138;9;99139;17;99141;7;99137.0;0.0
2;31200;PINA_COLADAS;14869;239;14868;543;14867;151;14873;725;14874;938;14875;721;14871.0;0.0
2;31300;PEARLS;9998;195;9996;335;9995;7908;10000;3;10002;196;10004;335;9999.0;0.0
2;31300;BANANAS;4816;279;4815;1062;4814;727;4817;899;4818;900;4819;702;4816.5;0.0
2;31300;COCONUTS;7933;1061;7932;938;7931;990;7935;2437;7936;4113;7937;2115;7934.0;0.0
2;31300;DIVING_GEAR;99136;7;99135;9;99133;26;99139;5;99141;7;99142;10;99137.5;0.0
2;31300;BERRIES;3847;209;3846;2346;3845;2707;3848;609;3849;2434;3850;3742;3847.5;0.0
2;31300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;31300;PINA_COLADAS;14869;239;14868;543;14867;151;14873;641;14874;938;14875;721;14871.0;0.0
2;31400;BERRIES;3847;209;3846;2346;3845;2727;3848;609;3849;2434;3850;3742;3847.5;0.0
2;31400;PEARLS;9998;195;9996;335;9995;7935;10000;3;10002;196;10004;335;9999.0;0.0
2;31400;BANANAS;4816;278;4815;1062;4814;727;4817;899;4818;900;4819;729;4816.5;0.0
2;31400;COCONUTS;7933;1061;7932;938;7931;990;7935;2187;7936;4113;7937;2115;7934.0;0.0
2;31400;DIVING_GEAR;99137;25;99136;7;99135;9;99139;5;99140;25;99141;7;99138.0;0.0
2;31400;PINA_COLADAS;14869;239;14868;543;14867;151;14873;545;14874;938;14875;721;14871.0;0.0
2;31400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;31500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;31500;PINA_COLADAS;14869;239;14868;543;14867;151;14873;445;14874;938;14875;721;14871.0;0.0
2;31500;PEARLS;9998;195;9996;336;9995;7959;10000;3;10002;196;10004;336;9999.0;0.0
2;31500;BANANAS;4816;278;4815;1062;4814;727;4817;898;4818;901;4819;753;4816.5;0.0
2;31500;COCONUTS;7933;1061;7932;938;7931;990;7935;1983;7936;4113;7937;2115;7934.0;0.0
2;31500;DIVING_GEAR;99137;6;99136;7;99135;9;99139;5;99140;25;99141;7;99138.0;0.0
2;31500;BERRIES;3847;203;3846;2346;3845;2738;3848;609;3849;2434;3850;3742;3847.5;0.0
2;31600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;31600;BERRIES;3847;203;3846;2346;3845;2753;3848;609;3849;2434;3850;3742;3847.5;0.0
2;31600;PEARLS;9998;195;9996;337;9995;7984;10000;3;10002;196;10004;337;9999.0;0.0
2;31600;BANANAS;4816;278;4815;1062;4814;727;4817;898;4818;901;4819;779;4816.5;0.0
2;31600;COCONUTS;7933;1061;7932;938;7931;990;7935;1822;7936;4113;7937;2115;7934.0;0.0
2;31600;DIVING_GEAR;99135;9;99134;26;99133;41;99137;9;99139;5;99140;25;99136.0;0.0
2;31600;PINA_COLADAS;14869;239;14868;543;14867;151;14873;357;14874;938;14875;721;14871.0;0.0
2;31700;PEARLS;9998;195;9996;338;9995;8004;10000;2;10002;203;10004;338;9999.0;0.0
2;31700;BANANAS;4816;278;4815;1062;4814;727;4817;905;4818;901;4819;800;4816.5;0.0
2;31700;COCONUTS;7933;1061;7932;938;7931;990;7935;1621;7936;4113;7937;2115;7934.0;0.0
2;31700;DIVING_GEAR;99135;9;99134;26;99133;41;99140;14;99141;7;99142;10;99137.5;0.0
2;31700;BERRIES;3847;203;3846;2346;3845;2770;3848;609;3849;2434;3850;3742;3847.5;0.0
2;31700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;31700;PINA_COLADAS;14869;239;14868;543;14867;151;14873;268;14874;938;14875;721;14871.0;0.0
2;31800;BERRIES;3847;203;3846;2346;3845;2789;3848;609;3849;2434;3850;3742;3847.5;0.0
2;31800;PEARLS;9998;195;9996;339;9995;8034;10000;2;10002;203;10004;339;9999.0;0.0
2;31800;COCONUTS;7933;1061;7932;938;7931;990;7935;1443;7936;4113;7937;2115;7934.0;0.0
2;31800;DIVING_GEAR;99134;10;99133;41;99132;44;99140;14;99141;7;99142;10;99137.0;0.0
2;31800;PINA_COLADAS;14869;239;14868;543;14867;151;14873;138;14874;938;14875;721;14871.0;0.0
2;31800;BANANAS;4816;278;4815;1062;4814;727;4817;905;4818;901;4819;831;4816.5;0.0
2;31800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;31900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;31900;PINA_COLADAS;14869;239;14868;543;14867;151;14873;36;14874;938;14875;721;14871.0;0.0
2;31900;BANANAS;4816;278;4815;1062;4814;727;4817;905;4818;901;4819;859;4816.5;0.0
2;31900;PEARLS;9998;195;9996;341;9995;8060;10000;2;10002;203;10004;341;9999.0;0.0
2;31900;COCONUTS;7933;1061;7932;938;7931;990;7935;1239;7936;4113;7937;2115;7934.0;0.0
2;31900;DIVING_GEAR;99135;25;99134;10;99133;41;99138;25;99140;14;99141;7;99136.5;0.0
2;31900;BERRIES;3847;203;3846;2346;3845;2789;3848;609;3849;2434;3850;3742;3847.5;0.0
2;32000;BANANAS;4816;278;4815;1062;4814;727;4817;905;4818;911;4819;859;4816.5;0.0
2;32000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;32000;BERRIES;3847;203;3846;2346;3845;2789;3848;609;3849;2434;3850;3742;3847.5;0.0
2;32000;DIVING_GEAR;99137;9;99136;20;99135;25;99138;25;99139;9;99140;34;99137.5;0.0
2;32000;PEARLS;9998;195;9996;341;9995;8089;10000;1;10002;213;10004;341;9999.0;0.0
2;32000;COCONUTS;7933;1061;7932;938;7931;990;7935;1079;7936;4113;7937;2115;7934.0;0.0
2;32000;PINA_COLADAS;14869;239;14868;543;14867;151;14874;870;14875;721;14876;706;14871.5;0.0
2;32100;DIVING_GEAR;99137;9;99136;20;99135;25;99139;6;99140;34;99141;7;99138.0;0.0
2;32100;PEARLS;9998;195;9996;343;9995;8114;10000;1;10002;213;10004;343;9999.0;0.0
2;32100;COCONUTS;7933;1061;7932;938;7931;990;7935;879;7936;4113;7937;2115;7934.0;0.0
2;32100;BERRIES;3847;203;3846;2346;3845;2789;3848;609;3849;2434;3850;3742;3847.5;0.0
2;32100;PINA_COLADAS;14869;239;14868;543;14867;151;14874;758;14875;721;14876;706;14871.5;0.0
2;32100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;32100;BANANAS;4816;278;4815;1062;4814;727;4817;905;4818;911;4819;886;4816.5;0.0
2;32200;BERRIES;3847;203;3846;2346;3845;2789;3848;609;3849;2434;3850;3742;3847.5;0.0
2;32200;DIVING_GEAR;99138;19;99137;9;99136;20;99139;6;99140;34;99141;26;99138.5;0.0
2;32200;PEARLS;9998;195;9996;345;9995;8142;10000;1;10002;213;10004;345;9999.0;0.0
2;32200;COCONUTS;7933;1061;7932;938;7931;990;7935;660;7936;4113;7937;2115;7934.0;0.0
2;32200;PINA_COLADAS;14869;239;14868;543;14867;151;14874;665;14875;721;14876;706;14871.5;0.0
2;32200;BANANAS;4816;278;4815;1062;4814;727;4817;904;4818;911;4819;916;4816.5;0.0
2;32200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;32300;PINA_COLADAS;14869;239;14868;543;14867;151;14874;545;14875;721;14876;706;14871.5;0.0
2;32300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
